LINE,X_UTM14N,Y_UTM14N,LAT_WGS84,LON_WGS84,DOI_SAMPL,DEM_SAMPL,ELEVATION_TOP[0],ELEVATION_TOP[1],ELEVATION_TOP[2],ELEVATION_TOP[3],ELEVATION_TOP[4],ELEVATION_TOP[5],ELEVATION_TOP[6],ELEVATION_TOP[7],ELEVATION_TOP[8],ELEVATION_TOP[9],ELEVATION_TOP[10],ELEVATION_TOP[11],ELEVATION_TOP[12],ELEVATION_TOP[13],ELEVATION_TOP[14],ELEVATION_TOP[15],ELEVATION_TOP[16],ELEVATION_TOP[17],ELEVATION_TOP[18],ELEVATION_TOP[19],ELEVATION_TOP[20],ELEVATION_TOP[21],ELEVATION_TOP[22],ELEVATION_TOP[23],ELEVATION_TOP[24],ELEVATION_TOP[25],ELEVATION_TOP[26],ELEVATION_TOP[27],RES2_REF30_ABOVE_DOI_SAMPL[0],RES2_REF30_ABOVE_DOI_SAMPL[1],RES2_REF30_ABOVE_DOI_SAMPL[2],RES2_REF30_ABOVE_DOI_SAMPL[3],RES2_REF30_ABOVE_DOI_SAMPL[4],RES2_REF30_ABOVE_DOI_SAMPL[5],RES2_REF30_ABOVE_DOI_SAMPL[6],RES2_REF30_ABOVE_DOI_SAMPL[7],RES2_REF30_ABOVE_DOI_SAMPL[8],RES2_REF30_ABOVE_DOI_SAMPL[9],RES2_REF30_ABOVE_DOI_SAMPL[10],RES2_REF30_ABOVE_DOI_SAMPL[11],RES2_REF30_ABOVE_DOI_SAMPL[12],RES2_REF30_ABOVE_DOI_SAMPL[13],RES2_REF30_ABOVE_DOI_SAMPL[14],RES2_REF30_ABOVE_DOI_SAMPL[15],RES2_REF30_ABOVE_DOI_SAMPL[16],RES2_REF30_ABOVE_DOI_SAMPL[17],RES2_REF30_ABOVE_DOI_SAMPL[18],RES2_REF30_ABOVE_DOI_SAMPL[19],RES2_REF30_ABOVE_DOI_SAMPL[20],RES2_REF30_ABOVE_DOI_SAMPL[21],RES2_REF30_ABOVE_DOI_SAMPL[22],RES2_REF30_ABOVE_DOI_SAMPL[23],RES2_REF30_ABOVE_DOI_SAMPL[24],RES2_REF30_ABOVE_DOI_SAMPL[25],RES2_REF30_ABOVE_DOI_SAMPL[26],RES2_REF30_ABOVE_DOI_SAMPL[27]
10010,678643.7,4852620.8,43.48.18.2772,-96.46.44.7077,94.36,479.7,479.7,478.7,477.55,476.26,474.79,473.12,471.24,469.09,466.66,463.91,460.79,457.25,453.23,448.67,443.51,437.65,431.01,423.47,414.93,405.24,394.25,381.79,367.66,351.64,333.47,312.86,289.49,262.99,43.62,42.97,42.14,41.71,42.43,45.07,50.46,59.16,70.97,84.18,95.67,101.77,99.23,86.13,63.64,38.18,19.45,12.43,16.82,29.32,43.68,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678645.27,4852621.05,43.48.18.2838,-96.46.44.6369,94.37,479.66,479.66,478.65,477.51,476.22,474.75,473.08,471.19,469.05,466.62,463.87,460.75,457.2,453.19,448.63,443.47,437.61,430.96,423.43,414.89,405.2,394.21,381.75,367.62,351.6,333.43,312.82,289.45,262.95,41.94,41.37,40.71,40.6,41.8,45.16,51.54,61.61,75.11,90.24,103.73,111.78,110.86,98.35,74.52,45.54,22.77,13.1,15.96,27.64,39.66,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678646.85,4852621.29,43.48.18.2904,-96.46.44.5661,94.39,479.61,479.61,478.6,477.46,476.16,474.7,473.03,471.14,469.0,466.57,463.82,460.69,457.15,453.13,448.58,443.41,437.56,430.91,423.38,414.84,405.15,394.16,381.7,367.57,351.55,333.37,312.77,289.4,262.9,41.2,40.64,40.02,40.04,41.51,45.36,52.59,63.98,79.4,96.97,113.33,124.53,126.65,116.1,91.54,58.06,28.93,14.72,15.1,25.96,36.87,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678648.42,4852621.54,43.48.18.2970,-96.46.44.4954,94.4,479.57,479.57,478.56,477.42,476.12,474.66,472.99,471.1,468.96,466.53,463.78,460.65,457.11,453.1,448.54,443.37,437.52,430.87,423.34,414.8,405.11,394.12,381.66,367.53,351.51,333.33,312.73,289.36,262.86,41.3,40.67,39.97,39.93,41.43,45.49,53.25,65.71,82.88,102.96,122.51,137.55,143.85,136.85,113.13,75.45,38.38,17.7,14.58,24.04,35.15,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678650.0,4852621.79,43.48.18.3036,-96.46.44.4246,94.41,479.52,479.52,478.51,477.37,476.07,474.6,472.94,471.05,468.91,466.48,463.72,460.6,457.06,453.04,448.49,443.32,437.46,430.82,423.29,414.74,405.05,394.07,381.61,367.48,351.45,333.28,312.67,289.3,262.8,42.04,41.26,40.33,40.09,41.41,45.22,52.44,63.89,80.04,100.52,123.43,144.92,159.39,160.77,144.97,112.89,72.36,36.26,15.43,12.47,24.45,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678651.58,4852622.03,43.48.18.3103,-96.46.44.3538,94.54,479.47,479.47,478.47,477.32,476.03,474.56,472.89,471.01,468.86,466.44,463.68,460.56,457.02,453.0,448.44,443.28,437.42,430.78,423.24,414.7,405.01,394.02,381.56,367.43,351.41,333.24,312.63,289.26,262.76,43.63,42.65,41.39,40.73,41.63,45.08,52.08,63.57,80.18,101.73,126.51,150.73,168.59,173.48,160.39,129.12,86.6,45.8,19.32,11.81,20.19,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678653.15,4852622.28,43.48.18.3169,-96.46.44.2830,94.67,479.42,479.42,478.41,477.27,475.98,474.51,472.84,470.95,468.81,466.38,463.63,460.51,456.96,452.95,448.39,443.23,437.37,430.73,423.19,414.65,404.96,393.97,381.51,367.38,351.36,333.19,312.58,289.21,262.71,45.37,44.19,42.57,41.44,41.85,44.87,51.56,62.94,79.8,102.1,128.31,154.68,175.21,182.76,171.6,140.77,96.74,52.7,22.38,11.81,17.99,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678654.73,4852622.53,43.48.18.3235,-96.46.44.2123,94.8,479.38,479.38,478.37,477.23,475.93,474.46,472.8,470.91,468.77,466.34,463.58,460.46,456.92,452.9,448.35,443.18,437.32,430.68,423.15,414.6,404.91,393.93,381.47,367.34,351.31,333.14,312.53,289.16,262.66,46.49,45.15,43.25,41.78,41.86,44.6,51.11,62.51,79.64,102.62,129.97,157.89,180.14,189.12,178.55,147.15,101.54,55.48,23.4,11.79,17.33,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678656.3,4852622.77,43.48.18.3301,-96.46.44.1415,94.95,479.32,479.32,478.32,477.17,475.88,474.41,472.74,470.86,468.71,466.28,463.53,460.41,456.87,452.85,448.29,443.13,437.27,430.63,423.09,414.55,404.86,393.87,381.41,367.28,351.26,333.09,312.48,289.11,262.61,46.86,45.43,43.37,41.71,41.62,44.23,50.71,62.19,79.6,103.07,131.12,159.8,182.57,191.44,179.9,146.86,99.67,53.06,21.78,11.53,18.2,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678657.88,4852623.02,43.48.18.3367,-96.46.44.0707,95.09,479.28,479.28,478.27,477.13,475.83,474.37,472.7,470.81,468.67,466.24,463.49,460.36,456.82,452.81,448.25,443.08,437.23,430.58,423.05,414.51,404.82,393.83,381.37,367.24,351.22,333.04,312.44,289.07,262.57,46.43,44.96,42.84,41.14,41.03,43.66,50.22,61.86,79.48,103.2,131.39,159.81,181.57,188.44,174.09,138.32,89.99,45.05,17.76,11.44,21.13,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678659.46,4852623.26,43.48.18.3433,-96.46.43.9999,95.24,479.22,479.22,478.22,477.08,475.78,474.31,472.65,470.76,468.62,466.19,463.43,460.31,456.77,452.75,448.2,443.03,437.17,430.53,422.99,414.45,404.76,393.78,381.32,367.19,351.16,332.99,312.38,289.01,262.51,44.41,43.02,41.06,39.59,39.77,42.74,49.66,61.66,79.55,103.26,130.78,157.45,176.03,178.45,159.36,120.43,72.74,33.03,13.22,12.89,27.39,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678661.06,4852623.46,43.48.18.3482,-96.46.43.9278,95.41,479.27,479.27,478.26,477.12,475.83,474.36,472.69,470.8,468.66,466.23,463.48,460.36,456.81,452.8,448.24,443.08,437.22,430.57,423.04,414.5,404.81,393.82,381.36,367.23,351.21,333.04,312.43,289.06,262.56,42.21,40.98,39.26,38.0,38.35,41.65,49.56,63.81,84.77,109.61,133.21,150.81,157.61,147.3,114.03,64.82,27.26,14.29,17.8,26.8,32.96,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678662.67,4852623.66,43.48.18.3532,-96.46.43.8557,95.59,479.36,479.36,478.35,477.21,475.92,474.45,472.78,470.89,468.75,466.32,463.57,460.45,456.9,452.89,448.33,443.17,437.31,430.67,423.13,414.59,404.9,393.91,381.45,367.32,351.3,333.13,312.52,289.15,262.65,39.28,38.19,36.74,35.86,36.68,40.52,49.01,63.73,84.46,107.42,126.95,138.24,136.82,118.05,81.49,40.9,17.59,13.7,20.95,29.97,37.34,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678664.28,4852623.85,43.48.18.3581,-96.46.43.7837,95.77,479.44,479.44,478.43,477.29,475.99,474.52,472.86,470.97,468.83,466.4,463.64,460.52,456.98,452.96,448.41,443.24,437.38,430.74,423.21,414.66,404.97,393.99,381.53,367.4,351.37,333.2,312.59,289.23,262.72,36.82,35.85,34.63,34.07,35.23,39.41,48.13,62.69,82.23,102.32,117.17,122.41,114.43,91.12,56.79,26.77,13.67,14.89,23.45,33.29,45.99,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678665.88,4852624.05,43.48.18.3631,-96.46.43.7116,95.95,479.53,479.53,478.52,477.38,476.08,474.61,472.95,471.06,468.92,466.49,463.74,460.61,457.07,453.05,448.5,443.33,437.47,430.83,423.3,414.75,405.07,394.08,381.62,367.49,351.46,333.29,312.69,289.32,262.81,35.26,34.38,33.31,32.94,34.3,38.59,47.26,61.27,79.35,96.82,108.14,109.4,97.96,73.7,43.31,20.54,12.62,16.06,25.64,39.09,60.14,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678667.49,4852624.25,43.48.18.3681,-96.46.43.6395,96.13,479.62,479.62,478.61,477.47,476.17,474.7,473.04,471.15,469.01,466.58,463.83,460.7,457.16,453.14,448.59,443.42,437.56,430.92,423.39,414.84,405.16,394.17,381.71,367.58,351.55,333.38,312.78,289.41,262.9,34.26,33.46,32.62,32.61,34.34,38.65,46.28,57.62,72.26,88.35,102.11,108.37,102.39,82.95,55.01,28.91,14.0,12.41,21.92,42.86,75.02,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678669.1,4852624.44,43.48.18.3730,-96.46.43.5674,96.33,479.69,479.69,478.68,477.54,476.25,474.78,473.11,471.22,469.08,466.65,463.9,460.78,457.23,453.22,448.66,443.5,437.64,430.99,423.46,414.92,405.23,394.24,381.78,367.65,351.63,333.46,312.85,289.48,262.98,34.68,33.86,32.97,32.9,34.52,38.68,46.08,57.11,71.34,86.93,100.2,106.07,99.96,80.83,53.65,28.42,13.99,12.42,22.12,45.51,84.74,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678670.7,4852624.64,43.48.18.3780,-96.46.43.4953,96.52,479.78,479.78,478.77,477.63,476.34,474.87,473.2,471.31,469.17,466.74,463.99,460.87,457.32,453.31,448.75,443.59,437.73,431.08,423.55,415.01,405.32,394.33,381.87,367.74,351.72,333.55,312.94,289.57,263.07,35.63,34.76,33.78,33.58,35.05,39.04,46.25,57.08,71.18,86.82,100.44,107.02,101.85,83.51,56.5,30.56,14.88,12.14,20.95,44.1,84.72,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678672.31,4852624.83,43.48.18.3830,-96.46.43.4232,96.72,479.85,479.85,478.84,477.7,476.41,474.94,473.27,471.38,469.24,466.81,464.06,460.94,457.39,453.38,448.82,443.66,437.8,431.16,423.62,415.08,405.39,394.4,381.94,367.81,351.79,333.62,313.01,289.64,263.14,36.78,35.85,34.76,34.43,35.77,39.61,46.7,57.47,71.67,87.71,102.19,110.12,106.51,89.28,62.14,34.61,16.62,11.95,19.22,40.1,77.83,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678673.92,4852625.03,43.48.18.3879,-96.46.43.3511,96.92,479.94,479.94,478.93,477.79,476.5,475.03,473.36,471.47,469.33,466.9,464.15,461.03,457.48,453.47,448.91,443.75,437.89,431.25,423.71,415.17,405.48,394.49,382.03,367.9,351.88,333.71,313.1,289.73,263.23,37.91,36.91,35.63,35.01,36.05,39.93,47.96,61.07,78.43,96.39,110.0,115.0,107.95,87.07,56.17,27.91,14.24,14.27,22.76,38.23,65.73,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678675.52,4852625.23,43.48.18.3929,-96.46.43.2790,97.12,480.03,480.03,479.02,477.88,476.59,475.12,473.45,471.56,469.42,466.99,464.24,461.12,457.57,453.56,449.0,443.84,437.98,431.33,423.8,415.26,405.57,394.58,382.12,367.99,351.97,333.8,313.19,289.82,263.32,39.07,37.98,36.57,35.78,36.7,40.55,48.71,62.3,80.7,100.41,116.45,124.31,119.91,100.2,67.16,33.75,15.87,14.12,21.53,34.2,56.67,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678677.17,4852625.39,43.48.18.3969,-96.46.43.2051,97.34,480.11,480.11,479.1,477.96,476.66,475.19,473.53,471.64,469.5,467.07,464.31,461.19,457.65,453.63,449.08,443.91,438.05,431.41,423.88,415.33,405.64,394.66,382.2,368.07,352.04,333.87,313.26,289.89,263.39,40.31,39.11,37.5,36.5,37.23,41.0,49.29,63.43,83.06,104.77,123.51,134.54,133.22,115.11,80.01,40.75,18.03,14.52,21.22,31.53,49.1,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678678.82,4852625.56,43.48.18.4008,-96.46.43.1312,97.57,480.19,480.19,479.19,478.04,476.75,475.28,473.62,471.73,469.58,467.16,464.4,461.28,457.74,453.72,449.16,444.0,438.14,431.5,423.96,415.42,405.73,394.74,382.29,368.16,352.13,333.96,313.35,289.98,263.48,41.87,40.52,38.72,37.53,38.03,41.18,47.8,58.39,72.97,90.74,109.54,125.21,131.93,124.0,99.48,63.73,30.47,14.7,15.31,29.59,65.85,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678680.47,4852625.73,43.48.18.4048,-96.46.43.0572,97.79,480.29,480.29,479.28,478.14,476.84,475.38,473.71,471.82,469.68,467.25,464.5,461.37,457.83,453.81,449.26,444.09,438.24,431.59,424.06,415.51,405.83,394.84,382.38,368.25,352.23,334.05,313.45,290.08,263.57,44.1,42.5,40.24,38.49,38.42,41.07,47.34,57.8,72.57,90.98,110.99,128.5,137.5,131.78,108.47,71.79,35.13,16.11,15.24,28.36,66.5,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999
10010,678682.12,4852625.9,43.48.18.4088,-96.46.42.9833,98.03,480.36,480.36,479.35,478.21,476.91,475.44,473.78,471.89,469.75,467.32,464.56,461.44,457.9,453.88,449.33,444.16,438.3,431.66,424.13,415.58,405.89,394.91,382.45,368.32,352.29,334.12,313.51,290.14,263.64,47.15,45.19,42.3,39.76,38.85,40.74,46.37,56.42,71.08,89.8,110.65,129.63,140.61,136.97,115.09,78.24,39.25,17.65,15.55,27.65,65.45,120.92,-99999,-99999,-99999,-99999,-99999,-99999
10010,678683.77,4852626.06,43.48.18.4128,-96.46.42.9094,98.26,480.45,480.45,479.44,478.3,477.0,475.54,473.87,471.98,469.84,467.41,464.66,461.53,457.99,453.97,449.42,444.25,438.4,431.75,424.22,415.68,405.99,395.0,382.54,368.41,352.39,334.21,313.61,290.24,263.74,51.19,48.77,45.05,41.45,39.43,40.26,44.98,54.33,68.58,87.27,108.6,128.66,141.26,139.5,119.24,82.9,42.6,19.13,16.1,27.34,62.5,112.46,-99999,-99999,-99999,-99999,-99999,-99999
10010,678685.41,4852626.23,43.48.18.4168,-96.46.42.8355,98.5,480.54,480.54,479.53,478.39,477.09,475.62,473.96,472.07,469.93,467.5,464.75,461.62,458.08,454.06,449.51,444.34,438.48,431.84,424.31,415.76,406.08,395.09,382.63,368.5,352.47,334.3,313.69,290.33,263.82,55.83,52.9,48.22,43.41,40.11,39.74,43.4,51.92,65.6,84.05,105.6,126.42,140.28,140.07,121.24,85.61,44.75,20.18,16.61,27.21,58.45,99.33,-99999,-99999,-99999,-99999,-99999,-99999
10010,678687.06,4852626.4,43.48.18.4208,-96.46.42.7615,98.74,480.61,480.61,479.6,478.46,477.16,475.69,474.03,472.14,470.0,467.57,464.82,461.69,458.15,454.13,449.58,444.41,438.55,431.91,424.38,415.83,406.15,395.16,382.7,368.57,352.54,334.37,313.77,290.4,263.89,60.65,57.19,51.52,45.44,40.8,39.18,41.76,49.37,62.38,80.44,101.94,123.14,137.81,138.66,120.85,85.91,45.26,20.58,16.98,27.1,53.22,83.72,-99999,-99999,-99999,-99999,-99999,-99999
10010,678688.71,4852626.57,43.48.18.4248,-96.46.42.6876,98.98,480.69,480.69,479.69,478.55,477.25,475.78,474.12,472.23,470.09,467.66,464.9,461.78,458.24,454.22,449.67,444.5,438.64,432.0,424.47,415.92,406.23,395.25,382.79,368.66,352.63,334.46,313.85,290.48,263.98,64.5,60.59,54.09,46.94,41.19,38.53,40.19,47.05,59.47,77.12,98.46,119.78,134.77,135.93,118.27,83.49,43.6,20.06,17.09,27.02,48.61,71.88,-99999,-99999,-99999,-99999,-99999,-99999
10010,678690.36,4852626.73,43.48.18.4288,-96.46.42.6137,99.23,480.78,480.78,479.77,478.63,477.33,475.86,474.2,472.31,470.17,467.74,464.98,461.86,458.32,454.3,449.75,444.58,438.72,432.08,424.55,416.0,406.31,395.33,382.87,368.74,352.71,334.54,313.93,290.56,264.06,67.82,63.46,56.12,47.97,41.25,37.81,38.96,45.69,58.81,78.31,102.17,125.24,139.63,137.5,115.7,79.81,43.52,20.87,17.9,32.31,59.64,87.45,-99999,-99999,-99999,-99999,-99999,-99999
10010,678692.01,4852626.9,43.48.18.4328,-96.46.42.5397,99.48,480.79,480.79,479.78,478.64,477.35,475.88,474.21,472.32,470.18,467.75,465.0,461.88,458.33,454.32,449.76,444.6,438.74,432.1,424.56,416.02,406.33,395.34,382.88,368.75,352.73,334.56,313.95,290.58,264.08,69.35,64.76,56.98,48.26,40.96,36.97,37.62,43.86,56.43,75.26,98.25,120.18,133.31,130.23,108.35,73.58,39.37,19.01,17.55,32.23,59.22,88.79,-99999,-99999,-99999,-99999,-99999,-99999
10010,678693.71,4852627.05,43.48.18.4362,-96.46.42.4635,99.74,480.83,480.83,479.83,478.68,477.39,475.92,474.26,472.37,470.22,467.8,465.04,461.92,458.38,454.36,449.8,444.64,438.78,432.14,424.6,416.06,406.37,395.38,382.92,368.79,352.77,334.6,313.99,290.62,264.12,69.7,64.99,56.99,47.97,40.32,35.97,36.26,42.15,54.16,72.1,94.38,116.68,131.19,128.54,103.84,64.02,28.64,14.25,15.94,30.67,62.7,104.79,-99999,-99999,-99999,-99999,-99999,-99999
10010,678695.41,4852627.21,43.48.18.4397,-96.46.42.3872,100.01,480.88,480.88,479.87,478.73,477.43,475.96,474.3,472.41,470.27,467.84,465.08,461.96,458.42,454.4,449.85,444.68,438.82,432.18,424.65,416.1,406.41,395.43,382.97,368.84,352.81,334.64,314.03,290.66,264.16,69.36,64.59,56.49,47.34,39.57,35.1,35.23,40.89,52.56,69.96,91.42,112.52,125.42,120.93,95.04,56.34,24.73,13.31,16.31,31.42,60.13,92.56,-99999,-99999,-99999,-99999,-99999,-99999
10010,678697.11,4852627.36,43.48.18.4432,-96.46.42.3109,100.28,480.89,480.89,479.89,478.75,477.45,475.98,474.32,472.43,470.29,467.86,465.1,461.98,458.44,454.42,449.87,444.7,438.84,432.2,424.66,416.12,406.43,395.45,382.99,368.86,352.83,334.66,314.05,290.68,264.18,69.81,64.92,56.62,47.22,39.18,34.45,34.35,39.8,51.18,68.39,90.69,114.79,131.84,128.09,95.89,49.35,17.76,10.38,14.7,32.76,76.29,134.92,-99999,-99999,-99999,-99999,-99999,-99999
10010,678698.81,4852627.51,43.48.18.4466,-96.46.42.2347,100.55,480.94,480.94,479.93,478.79,477.49,476.02,474.36,472.47,470.33,467.9,465.14,462.02,458.48,454.46,449.91,444.74,438.88,432.24,424.71,416.16,406.47,395.49,383.03,368.9,352.87,334.7,314.09,290.73,264.22,69.16,64.24,55.94,46.69,38.97,34.73,35.27,41.54,54.13,72.52,93.61,111.12,117.62,108.19,83.54,51.1,23.38,11.52,15.42,28.98,43.97,54.06,-99999,-99999,-99999,-99999,-99999,-99999
10010,678700.51,4852627.66,43.48.18.4501,-96.46.42.1584,100.71,480.98,480.98,479.97,478.83,477.53,476.07,474.4,472.51,470.37,467.94,465.19,462.06,458.52,454.51,449.95,444.78,438.93,432.28,424.75,416.21,406.52,395.53,383.07,368.94,352.92,334.74,314.14,290.77,264.27,68.91,63.93,55.55,46.26,38.57,34.44,35.17,41.7,54.71,73.65,95.25,112.88,118.81,108.13,82.13,49.01,21.6,10.58,15.3,29.62,44.23,52.89,-99999,-99999,-99999,-99999,-99999,-99999
10010,678702.22,4852627.82,43.48.18.4536,-96.46.42.0822,100.62,481.0,481.0,479.99,478.85,477.56,476.09,474.42,472.53,470.39,467.96,465.21,462.08,458.54,454.53,449.97,444.81,438.95,432.3,424.77,416.23,406.54,395.55,383.09,368.96,352.94,334.77,314.16,290.79,264.29,68.65,63.6,55.14,45.8,38.15,34.12,35.02,41.83,55.23,74.72,96.85,114.76,120.42,108.95,81.97,48.2,20.75,10.08,15.27,29.77,43.7,51.55,-99999,-99999,-99999,-99999,-99999,-99999
10010,678703.92,4852627.97,43.48.18.4570,-96.46.42.0059,100.52,481.04,481.04,480.03,478.89,477.6,476.13,474.46,472.57,470.43,468.0,465.25,462.12,458.58,454.57,450.01,444.85,438.99,432.34,424.81,416.27,406.58,395.59,383.13,369.0,352.98,334.81,314.2,290.83,264.33,69.03,63.85,55.2,45.67,37.9,33.85,34.81,41.81,55.56,75.59,98.41,116.9,122.73,110.87,83.1,48.59,20.68,9.89,15.27,29.7,43.03,50.54,-99999,-99999,-99999,-99999,-99999,-99999
10010,678705.62,4852628.12,43.48.18.4605,-96.46.41.9296,100.43,481.08,481.08,480.08,478.93,477.64,476.17,474.5,472.61,470.47,468.04,465.29,462.17,458.63,454.61,450.05,444.89,439.03,432.39,424.85,416.31,406.62,395.63,383.17,369.04,353.02,334.85,314.24,290.87,264.37,69.52,64.2,55.33,45.59,37.68,33.59,34.62,41.79,55.9,76.53,100.18,119.54,125.92,114.0,85.59,50.14,21.33,9.93,15.27,29.43,42.13,49.46,-99999,-99999,-99999,-99999,-99999,-99999
10010,678707.32,4852628.28,43.48.18.4640,-96.46.41.8534,100.34,481.1,481.1,480.09,478.95,477.66,476.19,474.52,472.63,470.49,468.06,465.31,462.19,458.64,454.63,450.07,444.91,439.05,432.4,424.87,416.33,406.64,395.65,383.19,369.06,353.04,334.87,314.26,290.89,264.39,70.89,65.33,56.06,45.88,37.61,33.26,34.08,41.05,55.09,76.25,102.06,126.0,138.26,129.89,99.3,57.44,23.46,9.38,12.62,27.9,54.44,84.24,-99999,-99999,-99999,-99999,-99999,-99999
10010,678709.02,4852628.43,43.48.18.4674,-96.46.41.7771,100.25,481.14,481.14,480.14,478.99,477.7,476.23,474.56,472.68,470.53,468.11,465.35,462.23,458.69,454.67,450.11,444.95,439.09,432.45,424.91,416.37,406.68,395.69,383.23,369.1,353.08,334.91,314.3,290.93,264.43,72.19,66.43,56.82,46.3,37.74,33.22,33.99,41.04,55.35,77.16,104.1,129.57,143.34,135.69,104.49,60.81,24.88,9.67,12.67,28.44,58.08,94.52,-99999,-99999,-99999,-99999,-99999,-99999
10010,678710.76,4852628.6,43.48.18.4715,-96.46.41.6991,100.16,481.19,481.19,480.18,479.04,477.74,476.27,474.61,472.72,470.58,468.15,465.4,462.27,458.73,454.71,450.16,444.99,439.14,432.49,424.96,416.41,406.73,395.74,383.28,369.15,353.13,334.95,314.35,290.98,264.47,74.12,68.11,58.06,47.03,38.05,33.22,33.8,40.8,55.29,77.66,105.73,132.82,148.18,141.22,109.19,63.58,25.87,9.85,12.85,29.54,63.99,110.7,-99999,-99999,-99999,-99999,-99999,-99999
10010,678712.5,4852628.77,43.48.18.4755,-96.46.41.6211,100.07,481.21,481.21,480.2,479.06,477.76,476.29,474.63,472.74,470.6,468.17,465.41,462.29,458.75,454.73,450.18,445.01,439.15,432.51,424.98,416.43,406.74,395.76,383.3,369.17,353.14,334.97,314.36,290.99,264.49,75.72,69.67,59.48,48.2,38.86,33.65,33.79,40.07,53.05,72.47,96.02,118.41,131.66,127.68,103.05,64.49,29.03,11.44,14.52,32.29,58.2,81.12,-99999,-99999,-99999,-99999,-99999,-99999
10010,678714.24,4852628.94,43.48.18.4795,-96.46.41.5431,99.98,481.25,481.25,480.24,479.1,477.81,476.34,474.67,472.78,470.64,468.21,465.46,462.34,458.79,454.78,450.22,445.06,439.2,432.56,425.02,416.48,406.79,395.8,383.34,369.21,353.19,335.02,314.41,291.04,264.54,77.95,71.65,61.01,49.16,39.26,33.59,33.41,39.43,52.16,71.25,94.34,116.14,128.92,124.86,100.69,62.87,28.13,11.34,16.09,35.63,60.76,80.59,-99999,-99999,-99999,-99999,-99999,-99999
10010,678715.98,4852629.11,43.48.18.4836,-96.46.41.4651,99.89,481.29,481.29,480.29,479.14,477.85,476.38,474.72,472.83,470.68,468.26,465.5,462.38,458.84,454.82,450.26,445.1,439.24,432.6,425.06,416.52,406.83,395.84,383.38,369.25,353.23,335.06,314.45,291.08,264.58,79.41,72.91,61.9,49.57,39.18,33.05,32.51,38.22,50.24,68.03,89.98,111.76,125.33,121.22,94.96,53.91,19.16,10.93,18.58,39.53,64.09,82.86,-99999,-99999,-99999,-99999,-99999,-99999
10010,678717.72,4852629.29,43.48.18.4876,-96.46.41.3871,99.8,481.31,481.31,480.31,479.17,477.87,476.4,474.74,472.85,470.71,468.28,465.52,462.4,458.86,454.84,450.29,445.12,439.26,432.62,425.09,416.54,406.85,395.87,383.41,369.28,353.25,335.08,314.47,291.1,264.6,81.92,75.09,63.48,50.43,39.35,32.71,31.85,37.41,49.4,67.23,89.3,111.25,124.86,120.45,93.63,52.2,17.92,10.91,20.11,43.31,67.71,84.01,-99999,-99999,-99999,-99999,-99999,-99999
10010,678719.46,4852629.46,43.48.18.4917,-96.46.41.3091,99.71,481.35,481.35,480.35,479.21,477.91,476.44,474.78,472.89,470.75,468.32,465.56,462.44,458.9,454.88,450.33,445.16,439.3,432.66,425.13,416.58,406.89,395.91,383.45,369.32,353.29,335.12,314.51,291.14,264.64,84.56,77.37,65.12,51.31,39.56,32.44,31.33,36.87,49.03,67.24,89.93,112.7,127.11,123.12,96.12,53.76,18.09,10.79,20.73,46.45,72.08,87.14,-99999,-99999,-99999,-99999,-99999,-99999
10010,678721.2,4852629.63,43.48.18.4957,-96.46.41.2311,99.63,481.35,481.35,480.34,479.2,477.91,476.44,474.77,472.88,470.74,468.31,465.56,462.44,458.89,454.88,450.32,445.16,439.3,432.66,425.12,416.58,406.89,395.9,383.44,369.31,353.29,335.12,314.51,291.14,264.64,87.08,79.52,66.62,52.06,39.67,32.13,30.83,36.44,48.95,67.8,91.51,115.58,131.16,127.72,100.38,56.68,18.7,10.5,20.62,48.36,75.76,91.09,-99999,-99999,-99999,-99999,-99999,-99999
