LINE,X,Y,FID,Z,BALT,LASER,ALTRADAR,DTM,MAGSP,DIURNAL,MAGLD,IGRF,MAG,CPPL,CXSP,CPSP,CPI400_CAL,CPQ400_CAL,CPI1800_CAL,CPQ1800_CAL,CXI3300_CAL,CXQ3300_CAL,CPI8200_CAL,CPQ8200_CAL,CPI40K_CAL,CPQ40K_CAL,CPI140K_CAL,CPQ140K_CAL,CPI400_R,CPQ400_R,CPI1800_R,CPQ1800_R,CXI3300_R,CXQ3300_R,CPI8200_R,CPQ8200_R,CPI40K_R,CPQ40K_R,CPI140K_R,CPQ140K_R,CPI400,CPQ400,CPI1800,CPQ1800,CXI3300,CXQ3300,CPI8200,CPQ8200,CPI40K,CPQ40K,CPI140K,CPQ140K,RES400,RES1800,RES3300,RES8200,RES40K,RES140K,DEP400,DEP1800,DEP3300,DEP8200,DEP40k,DEP140k,DRES400,DRES1800,DRES8200,DRES40K,DRES140K,DDEP400,DDEP1800,DDEP8200,DDEP40K,DDEP140K,CEN400,CEN1800,CEN8200,CEN40K,CEN140K,UTC,FLIGHT,DATE,LATWGS84,LONWGS84,ALTL_LP,ALTR,KPA,Z_BIRD,X_HELI,Y_HELI,Z_HELI,PITCH,ROLL,YAW,DRES_100_by5m[0],DRES_100_by5m[1],DRES_100_by5m[2],DRES_100_by5m[3],DRES_100_by5m[4],DRES_100_by5m[5],DRES_100_by5m[6],DRES_100_by5m[7],DRES_100_by5m[8],DRES_100_by5m[9],DRES_100_by5m[10],DRES_100_by5m[11],DRES_100_by5m[12],DRES_100_by5m[13],DRES_100_by5m[14],DRES_100_by5m[15],DRES_100_by5m[16],DRES_100_by5m[17],DRES_100_by5m[18],DRES_100_by5m[19],DRES_100_by5m[20]
10010,601788.043,4657887.636,3886.6,281.974,251.47,61.296,85.944,224.603,53712.276,-5.742,53717.198,53954.627,-228.36,0.0012301,4.1e-05,0.000185,24.917,33.436,67.627,79.855,21.56,35.017,135.113,108.364,371.043,180.304,502.313,135.543,25.035,30.926,64.382,78.539,20.79,35.157,131.957,111.079,367.523,185.233,501.323,141.711,24.987,31.385,64.399,78.535,20.79,35.258,157.709,133.15,367.394,185.159,501.146,141.364,18.11,44.4,127.22,68.39,79.63,73.24,27.71,6.22,-5.81,1.51,-2.97,-1.83,7.22,30.11,60.16,88.33,73.24,82.04,54.68,30.32,15.62,5.89,54.72,39.3,22.59,11.11,5.89,56718.6,55002,20170405,42.06646108,-91.76966614,61.43,279.694,98.399,281.974,601790.583,4657874.723,312.45,19.894,-7.402,-11.926,73.24,73.24,79.27,87.28,78.78,69.14,60.67,52.68,45.7,39.65,34.4,29.62,22.82,17.58,13.54,10.43,8.03,-99999.0,-99999.0,-99999.0,-99999.0
10010,601787.716,4657888.19,3886.7,281.894,250.879,61.206,85.872,224.613,53712.212,-5.742,53717.166,53954.632,-228.398,0.0011755,6.05e-05,0.0002462,24.972,33.336,67.064,79.812,21.667,35.512,134.578,108.334,370.994,180.399,504.731,135.955,24.759,30.767,64.172,78.385,20.591,35.034,131.226,111.609,367.775,186.044,501.971,142.246,24.711,31.226,64.189,78.381,20.591,35.135,156.833,133.785,367.646,185.97,501.794,141.899,18.38,44.56,128.79,69.71,80.11,73.52,27.75,6.32,-5.82,1.4,-2.95,-1.79,7.45,29.78,62.02,89.11,73.52,82.45,54.93,30.54,15.66,5.91,55.13,39.37,22.81,11.15,5.91,56718.7,55002,20170405,42.0664661,-91.76967,61.36,282.669,98.405,281.894,601790.189,4657875.181,312.361,19.792,-7.678,-12.274,73.52,73.52,79.7,87.96,80.17,70.99,62.85,54.24,46.66,40.15,34.54,29.68,23.07,17.93,13.94,10.84,8.42,-99999.0,-99999.0,-99999.0,-99999.0
10010,601787.389,4657888.743,3886.8,281.815,249.697,61.096,85.792,224.624,53712.168,-5.741,53717.137,53954.636,-228.433,0.0013778,4.24e-05,0.0001576,24.972,32.984,66.485,79.703,21.747,35.708,134.34,108.406,370.741,180.632,505.474,136.716,24.381,30.549,63.987,78.233,20.453,34.952,130.272,112.068,368.412,186.793,503.002,142.93,24.332,31.009,64.004,78.229,20.453,35.053,155.688,134.336,368.283,186.719,502.825,142.584,18.76,44.7,129.92,71.27,80.34,73.81,27.76,6.43,-5.81,1.28,-2.93,-1.76,7.79,29.31,64.43,89.26,73.81,82.98,55.2,30.78,15.68,5.92,55.69,39.43,23.06,11.16,5.92,56718.8,55002,20170405,42.06647113,-91.76967385,61.05,281.601,98.419,281.815,601789.795,4657875.639,312.271,19.643,-7.937,-12.614,73.81,73.81,79.91,88.08,81.32,73.0,65.53,56.23,47.86,40.73,34.67,29.5,23.32,18.37,14.47,11.4,8.98,-99999.0,-99999.0,-99999.0,-99999.0
10010,601787.062,4657889.297,3886.9,281.735,251.175,60.975,85.707,224.631,53712.124,-5.74,53717.156,53954.64,-228.419,0.0016859,0.0001026,0.0003716,25.063,32.382,66.115,79.463,21.838,35.741,134.138,108.555,370.334,181.211,504.682,137.542,23.927,30.276,63.791,78.097,20.378,34.913,129.165,112.457,369.383,187.431,504.314,143.77,23.879,30.736,63.808,78.093,20.378,35.014,154.358,134.803,369.255,187.357,504.137,143.423,19.22,44.87,130.56,72.98,80.31,74.14,27.77,6.53,-5.77,1.16,-2.9,-1.74,8.22,28.84,67.35,88.68,74.14,83.62,55.5,31.02,15.69,5.93,56.38,39.51,23.33,11.16,5.93,56718.9,55002,20170405,42.06647615,-91.76967771,59.98,280.991,98.402,281.735,601789.4,4657876.097,312.182,19.455,-8.178,-12.947,74.14,74.14,79.89,87.56,82.08,75.03,68.59,58.67,49.34,41.49,34.89,29.34,23.59,18.87,15.1,12.08,9.66,-99999.0,-99999.0,-99999.0,-99999.0
10010,601786.736,4657889.85,3887.0,281.655,250.288,60.852,85.618,224.63,53712.068,-5.74,53717.232,53954.644,-228.349,0.001123,5.96e-05,9.42e-05,25.353,31.64,65.961,79.173,21.886,35.747,133.974,108.644,369.882,182.127,503.269,138.831,23.452,29.963,63.552,77.984,20.349,34.913,128.049,112.786,370.561,187.99,505.749,144.711,23.404,30.422,63.569,77.98,20.349,35.014,153.02,135.198,370.432,187.917,505.573,144.364,19.71,45.11,130.86,74.68,80.11,74.53,27.8,6.58,-5.73,1.05,-2.88,-1.75,8.66,28.48,70.41,87.63,74.53,84.31,55.82,31.24,15.7,5.95,57.09,39.61,23.6,11.15,5.95,56719.0,55002,20170405,42.06648118,-91.76968156,59.02,283.737,98.412,281.655,601789.006,4657876.555,312.092,19.241,-8.397,-13.275,74.53,74.53,79.72,86.62,82.48,76.87,71.65,61.31,51.0,42.42,35.28,29.35,23.91,19.41,15.75,12.78,10.37,8.66,-99999.0,-99999.0,-99999.0
10010,601786.298,4657890.27,3887.1,281.574,249.992,60.734,85.529,224.614,53712.0,-5.739,53717.327,53954.648,-228.26,0.0011353,5.79e-05,0.0001014,25.761,31.061,65.807,78.981,21.827,35.753,133.801,108.648,369.26,182.94,501.884,140.421,23.015,29.638,63.263,77.893,20.343,34.943,127.094,113.055,371.765,188.584,507.147,145.652,22.966,30.097,63.28,77.889,20.343,35.044,151.874,135.52,371.636,188.511,506.97,145.306,20.15,45.43,131.03,76.16,79.93,74.92,27.9,6.59,-5.71,0.95,-2.87,-1.76,9.03,28.32,73.14,86.6,74.92,84.97,56.14,31.43,15.7,5.96,57.72,39.75,23.84,11.13,5.96,56719.1,55002,20170405,42.06648502,-91.76968678,58.12,277.405,98.416,281.574,601788.581,4657876.982,312.018,19.012,-8.595,-13.601,74.92,74.92,79.56,85.7,82.69,78.37,74.27,63.78,52.64,43.44,35.85,29.59,24.31,19.93,16.35,13.41,11.0,9.03,-99999.0,-99999.0,-99999.0
10010,601785.86,4657890.69,3887.2,281.492,249.992,60.628,85.441,224.585,53711.912,-5.739,53717.395,53954.652,-228.198,0.0013284,6.81e-05,0.0002521,26.044,30.887,65.434,78.921,21.67,35.712,133.412,108.859,368.322,183.253,500.83,141.374,22.659,29.335,62.933,77.823,20.347,34.995,126.44,113.247,372.81,189.337,508.393,146.483,22.611,29.795,62.95,77.819,20.347,35.096,151.089,135.751,372.681,189.264,508.217,146.136,20.49,45.84,131.18,77.2,79.95,75.26,28.05,6.55,-5.72,0.88,-2.88,-1.78,9.28,28.44,74.97,86.15,75.26,85.53,56.43,31.58,15.71,5.97,58.21,39.93,24.0,11.13,5.97,56719.2,55002,20170405,42.06648886,-91.769692,57.49,280.838,98.416,281.492,601788.155,4657877.409,311.943,18.778,-8.772,-13.928,75.26,75.26,79.59,85.31,82.97,79.41,76.01,65.59,53.97,44.41,36.54,30.07,24.79,20.45,16.87,13.92,11.48,9.47,-99999.0,-99999.0,-99999.0
10010,601785.422,4657891.11,3887.3,281.41,247.923,60.536,85.355,224.545,53711.804,-5.738,53717.414,53954.656,-228.185,0.0009984,3.48e-05,9.41e-05,26.022,31.029,64.874,78.876,21.429,35.572,132.835,109.614,367.268,183.312,500.26,141.243,22.405,29.083,62.586,77.769,20.36,35.063,126.156,113.357,373.57,190.302,509.448,147.123,22.356,29.543,62.604,77.765,20.361,35.164,150.749,135.883,373.442,190.229,509.272,146.776,20.72,46.28,131.28,77.68,80.27,75.49,28.23,6.49,-5.74,0.87,-2.93,-1.79,9.4,28.81,75.57,86.61,75.49,85.96,56.66,31.66,15.74,5.98,58.53,40.12,24.07,11.16,5.98,56719.3,55002,20170405,42.0664927,-91.76969722,60.54,277.328,98.439,281.41,601787.73,4657877.836,311.869,18.552,-8.93,-14.258,75.49,75.49,79.88,85.71,83.51,80.01,76.66,66.44,54.78,45.17,37.25,30.71,25.36,20.94,17.3,14.29,11.8,9.75,-99999.0,-99999.0,-99999.0
10010,601784.984,4657891.53,3887.4,281.329,249.105,60.457,85.274,224.498,53711.672,-5.737,53717.401,53954.661,-228.203,0.0010556,6.75e-05,0.0002492,25.725,31.2,64.386,78.745,21.059,35.325,132.395,110.743,366.476,183.802,500.115,140.736,22.247,28.896,62.249,77.728,20.399,35.137,126.217,113.405,374.029,191.427,510.323,147.534,22.199,29.356,62.266,77.724,20.4,35.238,150.822,135.94,373.901,191.353,510.146,147.188,20.83,46.72,131.13,77.65,80.87,75.56,28.42,6.42,-5.75,0.89,-2.99,-1.8,9.4,29.38,75.05,87.96,75.56,86.26,56.82,31.69,15.78,5.99,58.69,40.31,24.07,11.2,5.99,56719.4,55002,20170405,42.06649654,-91.76970244,60.42,279.16,98.426,281.329,601787.305,4657878.263,311.794,18.341,-9.074,-14.593,75.56,75.56,80.42,86.91,84.33,80.23,76.33,66.33,55.04,45.67,37.9,31.45,25.98,21.41,17.64,14.54,11.98,9.87,-99999.0,-99999.0,-99999.0
10010,601784.546,4657891.95,3887.5,281.247,248.809,60.39,85.199,224.446,53711.536,-5.737,53717.389,53954.665,-228.222,0.0010921,3.7e-06,0.0001531,25.326,31.224,64.17,78.556,20.591,35.026,132.202,111.605,366.131,185.019,500.222,140.871,22.163,28.775,61.948,77.696,20.481,35.206,126.525,113.428,374.263,192.593,511.036,147.733,22.114,29.235,61.965,77.692,20.482,35.307,151.192,135.967,374.134,192.52,510.859,147.387,20.88,47.13,130.53,77.27,81.61,75.48,28.58,6.35,-5.7,0.95,-3.06,-1.79,9.34,30.05,73.8,89.91,75.48,86.46,56.92,31.69,15.82,5.98,58.76,40.49,24.01,11.25,5.98,56719.5,55002,20170405,42.06650038,-91.76970766,60.01,278.625,98.429,281.247,601786.879,4657878.691,311.72,18.155,-9.204,-14.935,75.48,75.48,81.07,88.61,85.35,80.2,75.36,65.58,54.89,45.93,38.44,32.17,26.6,21.83,17.91,14.7,12.06,9.9,-99999.0,-99999.0,-99999.0
10010,601784.108,4657892.37,3887.6,281.165,247.627,60.338,85.13,224.389,53711.436,-5.736,53717.404,53954.669,-228.212,0.0009794,8.18e-05,0.0001084,24.937,31.077,64.154,78.377,20.219,34.782,131.911,111.831,366.234,186.467,500.675,141.822,22.115,28.712,61.704,77.673,20.607,35.261,126.971,113.45,374.369,193.672,511.586,147.789,22.066,29.172,61.721,77.669,20.607,35.363,151.727,135.994,374.241,193.599,511.409,147.443,20.91,47.46,129.43,76.71,82.36,75.33,28.67,6.3,-5.58,1.01,-3.12,-1.78,9.29,30.7,72.27,91.64,75.33,86.61,56.97,31.65,15.87,5.99,58.8,40.63,23.92,11.3,5.98,56719.6,55002,20170405,42.06650421,-91.76971288,60.23,280.228,98.443,281.165,601786.454,4657879.118,311.646,17.999,-9.323,-15.287,75.33,75.33,81.57,90.07,86.12,79.88,74.09,64.53,54.49,46.01,38.85,32.81,27.16,22.2,18.15,14.84,12.13,9.91,-99999.0,-99999.0,-99999.0
10010,601783.67,4657892.791,3887.7,281.083,249.992,60.301,85.064,224.327,53711.4,-5.735,53717.439,53954.673,-228.183,0.0007328,3.36e-05,0.0001882,24.526,30.76,64.114,78.208,20.113,34.681,131.085,111.792,366.911,187.429,501.918,142.892,22.058,28.697,61.523,77.656,20.761,35.298,127.484,113.501,374.415,194.56,511.964,147.788,22.01,29.157,61.54,77.652,20.762,35.4,152.343,136.055,374.286,194.487,511.787,147.442,21.0,47.71,128.0,76.1,83.01,75.18,28.63,6.25,-5.41,1.06,-3.18,-1.77,9.31,31.27,70.75,92.36,75.18,86.81,56.98,31.61,15.93,6.01,58.92,40.74,23.83,11.35,5.97,56719.7,55002,20170405,42.06650805,-91.7697181,60.25,281.372,98.416,281.083,601786.028,4657879.545,311.571,17.878,-9.43,-15.65,75.18,75.18,81.67,90.59,86.18,79.16,72.71,63.43,54.0,45.98,39.14,33.32,27.66,22.57,18.43,15.04,12.28,10.02,-99999.0,-99999.0,-99999.0
10010,601783.232,4657893.211,3887.8,281.002,247.627,60.279,85.0,224.258,53711.42,-5.735,53717.479,53954.677,-228.15,0.001125,2.9e-05,0.0002934,24.022,30.323,63.926,78.037,20.218,34.718,129.519,112.2,368.427,187.745,504.072,143.584,21.95,28.726,61.389,77.643,20.918,35.319,128.035,113.646,374.43,195.215,512.187,147.777,21.902,29.186,61.406,77.639,20.918,35.42,153.004,136.23,374.302,195.142,512.01,147.431,21.21,47.89,126.51,75.54,83.49,75.09,28.41,6.22,-5.23,1.09,-3.22,-1.76,9.49,31.74,69.45,92.89,75.09,87.13,56.97,31.56,15.98,6.03,59.22,40.82,23.74,11.38,5.97,56719.8,55002,20170405,42.06651189,-91.76972332,60.3,275.345,98.443,281.002,601785.603,4657879.972,311.497,17.793,-9.526,-16.026,75.09,75.09,81.75,90.97,86.17,78.5,71.51,62.47,53.55,45.9,39.35,33.73,28.11,23.01,18.84,15.42,12.62,10.33,-99999.0,-99999.0,-99999.0
10010,601782.794,4657893.631,3887.9,280.92,249.401,60.27,84.936,224.182,53711.452,-5.734,53717.514,53954.681,-228.12,0.0011409,3.83e-05,0.0002156,23.423,29.918,63.631,77.911,20.345,34.814,127.347,113.312,370.632,187.832,506.387,144.289,21.761,28.802,61.267,77.628,21.046,35.331,128.604,113.965,374.433,195.67,512.306,147.765,21.713,29.261,61.284,77.624,21.046,35.432,153.686,136.613,374.304,195.596,512.129,147.418,21.61,48.06,125.29,75.13,83.83,75.03,27.95,6.19,-5.08,1.06,-3.25,-1.76,9.86,32.13,68.53,93.27,75.03,87.66,56.98,31.53,16.01,6.04,59.78,40.89,23.68,11.4,5.97,56719.9,55002,20170405,42.06651573,-91.76972854,60.33,275.497,98.422,280.92,601785.177,4657880.399,311.422,17.745,-9.608,-16.416,75.03,75.03,81.81,91.24,86.16,78.02,70.64,61.8,53.25,45.89,39.54,34.08,28.6,23.59,19.46,16.05,13.24,10.93,-99999.0,-99999.0,-99999.0
10010,601782.356,4657894.051,3888.0,280.838,249.992,60.274,84.872,224.099,53711.456,-5.733,53717.545,53954.685,-228.095,0.0007944,6.64e-05,0.0003099,22.8,29.622,63.312,77.863,20.382,34.89,125.182,114.54,372.643,188.119,507.931,145.63,21.485,28.924,61.12,77.605,21.122,35.34,129.163,114.49,374.439,196.001,512.381,147.746,21.437,29.384,61.137,77.601,21.122,35.441,154.357,137.242,374.31,195.927,512.204,147.399,22.22,48.26,124.58,74.94,84.08,74.99,27.23,6.14,-4.99,0.97,-3.28,-1.76,10.46,32.48,68.04,93.55,74.99,88.44,57.02,31.52,16.03,6.05,60.62,40.97,23.65,11.42,5.96,56720.0,55002,20170405,42.06651957,-91.76973376,60.26,278.549,98.416,280.838,601784.752,4657880.826,311.348,17.732,-9.675,-16.821,74.99,74.99,81.85,91.43,86.22,77.79,70.19,61.5,53.2,46.02,39.81,34.44,29.17,24.36,20.34,16.98,14.18,11.84,-99999.0,-99999.0,-99999.0
10010,601781.79,4657894.316,3888.1,280.775,248.809,60.289,84.805,224.028,53711.424,-5.733,53717.581,53954.689,-228.065,0.0008749,4.53e-05,5.94e-05,22.294,29.305,62.978,77.84,20.354,34.935,123.894,114.969,373.681,188.758,508.667,147.383,21.146,29.086,60.925,77.573,21.142,35.359,129.688,115.175,374.471,196.275,512.472,147.717,21.098,29.546,60.942,77.569,21.143,35.46,154.987,138.065,374.342,196.202,512.295,147.371,23.01,48.52,124.45,74.95,84.27,74.92,26.31,6.08,-5.0,0.82,-3.31,-1.77,11.23,32.83,67.92,93.76,74.92,89.43,57.12,31.53,16.05,6.06,61.68,41.08,23.65,11.43,5.96,56720.1,55002,20170405,42.06652203,-91.76974055,60.12,279.617,98.429,280.775,601784.294,4657881.228,311.284,17.748,-9.726,-17.241,74.92,74.92,81.86,91.58,86.35,77.81,70.12,61.54,53.39,46.32,40.18,34.86,29.83,25.27,21.41,18.13,15.36,13.01,11.23,-99999.0,-99999.0
10010,601781.225,4657894.581,3888.2,280.711,251.47,60.314,84.735,223.948,53711.396,-5.732,53717.628,53954.692,-228.023,0.001212,5.06e-05,0.0001342,22.065,28.902,62.601,77.755,20.329,35.02,123.866,114.37,373.984,189.801,509.32,148.601,20.794,29.265,60.679,77.535,21.123,35.416,130.149,115.917,374.565,196.525,512.635,147.683,20.745,29.725,60.696,77.531,21.123,35.517,155.541,138.955,374.437,196.451,512.458,147.337,23.87,48.86,124.83,75.09,84.4,74.83,25.3,5.98,-5.11,0.65,-3.34,-1.79,12.08,33.22,68.06,93.91,74.83,90.52,57.26,31.55,16.06,6.06,62.82,41.23,23.67,11.44,5.96,56720.2,55002,20170405,42.06652449,-91.76974733,60.11,281.448,98.399,280.711,601783.835,4657881.63,311.22,17.79,-9.761,-17.677,74.83,74.83,81.83,91.67,86.53,77.99,70.29,61.82,53.77,46.77,40.68,35.38,30.56,26.25,22.55,19.37,16.63,14.29,12.27,-99999.0,-99999.0
10010,601780.659,4657894.846,3888.3,280.647,249.992,60.35,84.662,223.854,53711.416,-5.731,53717.679,53954.696,-227.978,0.0009573,4.95e-05,0.0002022,22.127,28.61,62.197,77.615,20.331,35.201,124.725,113.47,374.293,191.268,510.361,148.761,20.481,29.434,60.393,77.495,21.09,35.54,130.499,116.595,374.76,196.751,512.921,147.662,20.432,29.894,60.41,77.491,21.09,35.641,155.961,139.768,374.631,196.677,512.744,147.316,24.67,49.26,125.58,75.3,84.47,74.7,24.36,5.86,-5.33,0.47,-3.39,-1.82,12.85,33.67,68.37,93.98,74.7,91.54,57.43,31.59,16.07,6.06,63.87,41.4,23.7,11.44,5.95,56720.3,55002,20170405,42.06652695,-91.76975412,60.25,277.557,98.416,280.647,601783.377,4657882.032,311.156,17.85,-9.778,-18.129,74.7,74.7,81.77,91.71,86.7,78.25,70.63,62.26,54.29,47.34,41.27,35.99,31.31,27.19,23.61,20.5,17.8,15.46,13.42,-99999.0,-99999.0
10010,601780.094,4657895.111,3888.4,280.583,251.47,60.395,84.582,223.745,53711.492,-5.731,53717.723,53954.699,-227.94,0.0009387,5.22e-05,0.0003457,22.247,28.601,61.822,77.527,20.35,35.425,125.876,113.059,374.8,192.93,511.513,148.299,20.237,29.569,60.083,77.462,21.058,35.757,130.704,117.118,375.091,196.958,513.367,147.684,20.189,30.028,60.1,77.458,21.058,35.858,156.207,140.396,374.963,196.884,513.19,147.337,25.32,49.71,126.64,75.54,84.44,74.56,23.57,5.71,-5.68,0.3,-3.46,-1.88,13.45,34.17,68.79,93.95,74.56,92.4,57.63,31.62,16.06,6.06,64.7,41.58,23.74,11.44,5.95,56720.4,55002,20170405,42.06652941,-91.7697609,57.13,279.617,98.399,280.583,601782.919,4657882.434,311.092,17.919,-9.776,-18.594,74.56,74.56,81.66,91.67,86.83,78.55,71.06,62.81,54.9,47.99,41.95,36.67,32.06,28.03,24.52,21.44,18.75,16.4,14.34,-99999.0,-99999.0
10010,601779.529,4657895.376,3888.5,280.519,249.992,60.445,84.497,223.623,53711.588,-5.73,53717.754,53954.703,-227.914,0.0015502,2.71e-05,0.0001746,22.201,28.712,61.534,77.551,20.414,35.548,126.94,113.173,375.168,194.292,512.222,147.916,20.057,29.657,59.759,77.442,21.027,36.07,130.763,117.455,375.583,197.174,514.0,147.77,20.009,30.116,59.776,77.438,21.027,36.171,156.277,140.801,375.454,197.101,513.823,147.424,25.79,50.19,128.0,75.79,84.34,74.4,23.0,5.53,-6.15,0.16,-3.54,-1.95,13.84,34.71,69.28,93.84,74.4,93.08,57.83,31.65,16.05,6.06,65.3,41.79,23.78,11.44,5.94,56720.5,55002,20170405,42.06653187,-91.76976769,60.43,278.397,98.416,280.519,601782.461,4657882.836,311.028,17.989,-9.754,-19.074,74.4,74.4,81.53,91.57,86.9,78.84,71.53,63.41,55.57,48.7,42.68,37.41,32.8,28.79,25.27,22.18,19.47,17.09,15.0,-99999.0,-99999.0
10010,601778.963,4657895.641,3888.6,280.456,249.105,60.494,84.404,223.493,53711.656,-5.73,53717.774,53954.706,-227.901,0.000988,1.47e-05,0.0001114,22.081,28.678,61.375,77.623,20.65,35.482,127.745,113.38,375.197,195.034,512.421,147.809,19.913,29.701,59.433,77.443,20.999,36.457,130.712,117.655,376.233,197.469,514.832,147.92,19.865,30.161,59.45,77.439,20.999,36.558,156.216,141.04,376.104,197.396,514.655,147.574,26.16,50.7,129.58,76.04,84.21,74.24,22.57,5.33,-6.71,0.03,-3.63,-2.05,14.1,35.3,69.79,93.69,74.24,93.64,58.05,31.67,16.04,6.05,65.76,42.0,23.82,11.43,5.93,56720.6,55002,20170405,42.06653433,-91.76977448,60.5,272.446,98.426,280.456,601782.002,4657883.238,310.964,18.05,-9.708,-19.566,74.24,74.24,81.39,91.44,86.96,79.14,72.03,64.04,56.28,49.45,43.46,38.19,33.56,29.5,25.93,22.8,20.04,17.62,15.48,-99999.0,-99999.0
10010,601778.398,4657895.906,3888.7,280.392,247.923,60.539,84.308,223.363,53711.676,-5.729,53717.789,53954.71,-227.891,0.001118,1.07e-05,0.0001376,22.085,28.518,61.34,77.676,21.189,35.313,128.229,113.431,374.938,195.42,512.553,147.757,19.783,29.711,59.116,77.463,20.973,36.87,130.61,117.834,377.021,197.962,515.885,148.154,19.735,30.17,59.133,77.459,20.973,36.971,156.094,141.255,376.892,197.888,515.708,147.808,26.46,51.22,131.22,76.33,84.15,74.07,22.24,5.11,-7.3,-0.09,-3.74,-2.15,14.28,35.87,70.34,93.62,74.07,94.15,58.27,31.71,16.04,6.05,66.15,42.21,23.86,11.42,5.93,56720.7,55002,20170405,42.06653679,-91.76978126,60.96,276.26,98.439,280.392,601781.544,4657883.64,310.9,18.095,-9.636,-20.068,74.07,74.07,81.26,91.37,87.09,79.5,72.56,64.71,57.0,50.22,44.24,38.97,34.31,30.18,26.55,23.35,20.54,18.06,15.89,14.28,-99999.0
10010,601777.833,4657896.171,3888.8,280.328,248.809,60.572,84.21,223.241,53711.664,-5.728,53717.808,53954.713,-227.878,0.0015475,2.19e-05,9.99e-05,22.076,28.484,61.352,77.719,21.916,35.235,128.481,113.454,374.433,196.066,512.751,147.629,19.66,29.693,58.827,77.499,20.943,37.252,130.495,118.1,377.946,198.776,517.211,148.529,19.611,30.153,58.844,77.495,20.943,37.353,155.956,141.574,377.817,198.703,517.034,148.183,26.73,51.71,132.79,76.73,84.25,73.94,21.99,4.91,-7.83,-0.23,-3.87,-2.25,14.44,36.37,70.93,93.74,73.94,94.6,58.49,31.77,16.05,6.06,66.48,42.41,23.93,11.43,5.92,56720.8,55002,20170405,42.06653925,-91.76978805,61.08,274.734,98.429,280.328,601781.086,4657884.042,310.837,18.113,-9.538,-20.579,73.94,73.94,81.2,91.44,87.4,79.98,73.19,65.43,57.74,50.96,44.97,39.69,34.99,30.79,27.09,23.84,20.98,18.46,16.24,14.44,-99999.0
10010,601777.267,4657896.436,3888.9,280.264,249.401,60.586,84.114,223.136,53711.652,-5.727,53717.827,53954.717,-227.864,0.001509,5.06e-05,0.0001121,21.752,28.702,61.297,77.752,22.445,35.311,128.822,113.798,373.773,197.146,512.465,147.513,19.552,29.655,58.586,77.548,20.899,37.563,130.387,118.478,379.067,199.957,518.879,149.082,19.504,30.114,58.603,77.544,20.899,37.664,155.827,142.028,378.938,199.884,518.702,148.735,26.95,52.14,134.26,77.22,84.53,73.85,21.82,4.74,-8.27,-0.38,-4.01,-2.35,14.55,36.73,71.58,94.05,73.85,94.98,58.71,31.85,16.07,6.06,66.75,42.59,24.0,11.45,5.92,56720.9,55002,20170405,42.06654171,-91.76979483,61.07,270.996,98.422,280.264,601780.628,4657884.444,310.773,18.099,-9.412,-21.098,73.85,73.85,81.22,91.64,87.87,80.59,73.91,66.2,58.47,51.64,45.61,40.28,35.55,31.29,27.54,24.24,21.33,18.78,16.53,14.55,-99999.0
10010,601776.702,4657896.701,3889.0,280.2,248.219,60.572,84.022,223.053,53711.668,-5.727,53717.835,53954.72,-227.862,0.0011162,1.89e-05,0.0001744,21.149,29.055,61.085,77.716,22.428,35.391,129.633,114.796,373.272,198.03,511.468,147.527,19.478,29.605,58.408,77.618,20.832,37.788,130.305,118.926,380.486,201.425,520.942,149.806,19.43,30.064,58.425,77.614,20.833,37.889,155.728,142.566,380.357,201.351,520.765,149.46,27.08,52.49,135.68,77.75,84.85,73.78,21.77,4.6,-8.63,-0.53,-4.15,-2.45,14.59,36.97,72.26,94.4,73.78,95.23,58.9,31.94,16.1,6.08,66.91,42.73,24.09,11.47,5.92,56721.0,55002,20170405,42.06654417,-91.76980162,52.98,275.803,98.436,280.2,601780.169,4657884.846,310.709,18.044,-9.261,-21.621,73.78,73.78,81.25,91.88,88.39,81.24,74.67,66.97,59.14,52.23,46.13,40.74,35.95,31.63,27.83,24.49,21.55,18.96,16.68,14.68,-99999.0
10010,601776.023,4657896.857,3889.1,280.111,248.514,60.52,83.934,222.968,53711.704,-5.726,53717.822,53954.724,-227.882,0.0011523,2.07e-05,0.0001801,20.587,29.357,60.729,77.583,21.845,35.337,130.847,116.32,373.304,197.973,510.685,147.735,19.46,29.554,58.294,77.72,20.744,37.938,130.266,119.394,382.27,203.018,523.413,150.652,19.411,30.014,58.311,77.716,20.744,38.04,155.682,143.127,382.142,202.945,523.235,150.306,27.07,52.76,137.08,78.24,85.06,73.68,21.84,4.5,-8.9,-0.65,-4.28,-2.54,14.5,37.12,72.95,94.64,73.68,95.32,59.06,32.02,16.12,6.08,66.91,42.84,24.16,11.48,5.91,56721.1,55002,20170405,42.06654566,-91.7698098,51.05,277.176,98.433,280.111,601779.656,4657885.191,310.671,17.945,-9.089,-22.149,73.68,73.68,81.24,92.03,88.82,81.84,75.41,67.72,59.77,52.75,46.55,41.08,36.22,31.82,27.95,24.56,21.57,18.95,16.65,14.62,-99999.0
